case,legacy_case,TimeStep,simtime,s1,s2,s3,p1,p2,p3,Px,Py,Pz,Px_mean,Py_mean,Pz_mean,Px_min,Px_max,Px_std,Px_var,Py_min,Py_max,Py_std,Py_var,Pz_min,Pz_max,Pz_std,Pz_var,absPx_mean,absPy_mean,absPz_mean,absP_mean,qdiff_absmax,Time_1,strain_y,stress_y,M2y,M2y_sqrt,m_y,progress_M2y,absPy_mean_norm,Py_mean_norm,stress_smooth,delta_sigma_serr,S_rms,H_M2_sections,is_loading,pred_M1_linear_sep,resid_pred_M1_linear_sep,pred_M1_quadratic_sep,resid_pred_M1_quadratic_sep,pred_M2_common,resid_pred_M2_common,pred_M3_structure,resid_pred_M3_structure,pred_M4_common_Ae,resid_pred_M4_common_Ae,pred_M5_common_AM,resid_pred_M5_common_AM,pred_M6_cross_from_Ref,resid_pred_M6_cross_from_Ref
90DW,twin,750000,37.3775,0.009373653,-0.01495098,0.004813237,0.010214112,-0.829499117,0.005195887,-5.440522826,14.60618753,0.009484857,-0.19,0.0133,0.000458,-0.221,-0.166,0.00752,5.66e-05,-0.0497,0.0694,0.0196,0.000383,-0.2,0.207,0.177,0.0312,0.19,0.0192,0.176,0.261,0.0,750000.0,0.01495098,0.829499117,0.00055989,0.023661994844053194,0.028396307754729417,0.9716036922452705,0.13714285714285712,0.09499999999999999,0.8273759613636366,0.0021231556363634496,0.021289326112978176,0.4531987360293894,True,0.9521725510447658,-0.12267343404476583,0.947850444665422,-0.118351327665422,0.8815925610132826,-0.05209344401328264,0.8251163118721943,0.004382805127805756,0.82056609858311,0.008933018416889982,0.8232836205638413,0.006215496436158707,1.0198196743050065,-0.19032055730500652
90DW,twin,760000,37.8775,0.00966434,-0.01515098,0.004693143,0.011870544,-0.859428795,0.004576869,-5.564050817,14.299227,0.007073667,-0.191,0.0103,-0.00025,-0.214,-0.165,0.00748,5.6e-05,-0.0495,0.0604,0.0187,0.00035,-0.207,0.204,0.177,0.0313,0.191,0.0175,0.176,0.261,0.0,760000.0,0.01515098,0.859428795,0.00045609000000000003,0.02135626371816943,0.023131815184865852,0.9768681848151342,0.125,0.07357142857142857,0.8637480565454547,-0.0043192615454547,0.008003487359239631,0.054265095584442834,True,0.9649098104223418,-0.10548101542234178,0.9706125552546999,-0.11118376025469989,0.9134360374770746,-0.05400724247707456,0.8523196634520788,0.007109131547921255,0.8484277392005456,0.011001055799454429,0.8506956347140778,0.008733160285922192,1.0506256900653335,-0.19119689506533344
90DW,twin,770000,38.3775,0.009658287,-0.01535098,0.004884983,0.008952927,-0.887228174,0.005813456,-5.546776635,12.6168851,-0.007192871,-0.19,-0.00753,0.000108,-0.215,-0.166,0.0077,5.92e-05,-0.0703,0.0554,0.0216,0.000466,-0.205,0.207,0.178,0.0316,0.19,0.0187,0.177,0.261,0.0,770000.0,0.01535098,0.887228174,0.0005227009,0.022862652951921393,0.02651016381802505,0.9734898361819749,0.13357142857142856,-0.053785714285714284,0.8961898850000001,-0.008961711000000094,0.005961950791839018,0.28676343305774127,True,0.977647069799918,-0.09041889579991802,0.9936408576874843,-0.10641268368748436,0.967689823123675,-0.08046164912367504,0.8975914606139092,-0.010363286613909173,0.8951616281169206,-0.00793345411692059,0.8964367182722848,-0.009208544272284791,1.1006157369150937,-0.21338756291509375
90DW,twin,780000,38.8775,0.009685411,-0.01555098,0.005082611,0.010399924,-0.928837239,0.00587565,-5.51776354,11.81607928,0.008747916,-0.191,-0.0142,0.000279,-0.218,-0.168,0.00782,6.11e-05,-0.0646,0.0405,0.0173,0.000298,-0.206,0.204,0.178,0.0316,0.191,0.0186,0.177,0.262,0.0,780000.0,0.01555098,0.928837239,0.00049964,0.022352628480784984,0.02534056905208703,0.974659430947913,0.13285714285714284,-0.10142857142857142,0.9295472867272729,-0.0007100477272729,0.0048381390184156926,0.11541418519391262,True,0.9903843291774942,-0.06154709017749416,1.0169353519637752,-0.08809811296377512,1.0101510957151891,-0.08131385671518909,0.9333554737165325,-0.004518234716532454,0.9319647645109345,-0.0031275255109344258,0.9325328750908425,-0.003695636090842447,1.14051096823929,-0.21167372923928995
90DW,twin,790000,39.3775,0.009891325,-0.01575098,0.005052395,0.011265065,-0.962816626,0.002937924,-5.589552902,12.36587702,-0.007348637,-0.191,-0.00267,-0.000549,-0.217,-0.167,0.00766,5.87e-05,-0.0605,0.0541,0.0184,0.000339,-0.204,0.207,0.179,0.0319,0.191,0.0149,0.178,0.262,0.0,790000.0,0.01575098,0.962816626,0.0003461289,0.018604539768561867,0.017554846071917634,0.9824451539280824,0.10642857142857141,-0.01907142857142857,0.9634080691818184,-0.000591443181818474,0.0045260078747015675,0.22029333941608678,True,1.0031215885550704,-0.040304962555070434,1.0404960380835724,-0.07767941208357243,1.0354571903517777,-0.07264056435177779,0.9552880221660504,0.007528603833949599,0.9543211221774949,0.00849550382250508,0.9545980587141206,0.00821856728587933,1.1657207499096036,-0.20290412390960366
90DW,twin,800000,39.8775,0.009966691,-0.01595098,0.005142918,0.009587366,-0.994014158,0.006464494,-5.612587589,13.39184243,-0.013004058,-0.192,0.00772,0.000511,-0.221,-0.165,0.00723,5.22e-05,-0.0499,0.0678,0.019,0.000363,-0.202,0.204,0.177,0.0313,0.192,0.0166,0.176,0.262,0.0,800000.0,0.01595098,0.994014158,0.00042259839999999997,0.02055719825268025,0.021433199776842316,0.9785668002231577,0.11857142857142856,0.05514285714285714,0.9985945411818183,-0.004580383181818304,0.0037688595256408775,0.44524726484647986,True,1.0158588479326465,-0.021844689932646433,1.0643229160468755,-0.07030875804687542,1.0910074557077716,-0.09699329770777154,1.0016051138343591,-0.007590955834359092,1.0021468071414223,-0.00813264914142231,1.0013995143709746,-0.007385356370974594,1.216820630044079,-0.22280647204407888
90DW,twin,810000,40.3775,0.010090331,-0.01615098,0.005206419,0.009844531,-1.032751239,0.005083917,-5.641766637,13.95839359,0.006453045,-0.192,0.00877,-0.000133,-0.214,-0.165,0.00726,5.26e-05,-0.0376,0.0571,0.0158,0.000249,-0.208,0.205,0.178,0.0317,0.192,0.0145,0.178,0.262,0.0,810000.0,0.01615098,1.032751239,0.0003259129,0.018053057912719387,0.01652953796216463,0.9834704620378354,0.10357142857142856,0.06264285714285714,1.0335150677272729,-0.000763828727272875,0.0037497163025781584,0.17651914950079564,True,1.0285961073102226,0.004155131689777436,1.0884159858536848,-0.05566474685368483,1.1237865421864224,-0.09103530318642239,1.0295628065748896,0.0031884324251103546,1.030796346951473,0.001954892048527057,1.029576750489424,0.0031744885105760012,1.2484275616448,-0.21567632264479997
90DW,twin,820000,40.8775,0.010205999,-0.01635098,0.005326005,0.01190117,-1.063494345,0.004107228,-5.660392841,13.33563893,-0.017523425,-0.191,-0.000446,-0.000533,-0.219,-0.162,0.00771,5.95e-05,-0.0491,0.0557,0.0158,0.00025,-0.206,0.204,0.18,0.0322,0.191,0.0127,0.179,0.263,0.0,820000.0,0.01635098,1.063494345,0.000250198916,0.015817677326333345,0.012689502256935638,0.9873104977430643,0.0907142857142857,-0.003185714285714285,1.0687807405454546,-0.005286395545454514,0.003885729529599983,0.10539868070099105,True,1.0413333666877986,0.02216097831220143,1.1127752475040011,-0.04928090250400108,1.1593235400286792,-0.09582919502867915,1.0597440818187522,0.003750263181247826,1.0617683887678935,0.0017259562321065847,1.0600096426272632,0.003484702372736903,1.2823953646154664,-0.21890101961546637
90DW,twin,830000,41.3775,0.010190391,-0.01655098,0.005512973,0.009472299,-1.106987605,0.005069943,-5.624723249,12.31438121,-0.001327982,-0.192,-0.00811,0.000822,-0.217,-0.163,0.0079,6.24e-05,-0.053,0.0493,0.017,0.000288,-0.211,0.206,0.179,0.0319,0.192,0.0155,0.178,0.263,0.0,830000.0,0.01655098,1.106987605,0.0003537721,0.01880883037299236,0.017942491251204545,0.9820575087487955,0.11071428571428571,-0.05792857142857142,1.1057875062727271,0.0012000987272728914,0.0029833519238934418,0.2213224416823925,True,1.0540706260653747,0.052916978934625325,1.137400700997823,-0.030413095997823048,1.2184381427506108,-0.11145053775061076,1.108934941769631,-0.0019473367696309918,1.1125956860363386,-0.005608081036338586,1.1097263185267638,-0.002738713526763803,1.3365464457969063,-0.22955884079690625
90DW,twin,840000,41.8775,0.010389995,-0.01675098,0.005486273,0.011047265,-1.141982008,0.005294252,-5.698021109,12.42009622,0.003092017,-0.193,-0.00406,-0.000342,-0.216,-0.16,0.00745,5.55e-05,-0.0573,0.0474,0.0166,0.000276,-0.204,0.202,0.178,0.0316,0.193,0.0138,0.177,0.263,0.0,840000.0,0.01675098,1.141982008,0.0002924836,0.01710215191138238,0.014834082264036109,0.9851659177359638,0.09857142857142856,-0.028999999999999998,1.1422136155454545,-0.00023160754545448192,0.0030275161123143896,0.2934120427365757,True,1.0668078854429508,0.07517412255704925,1.1622923463351515,-0.0203103383351515,1.2558721997396216,-0.11389019173962156,1.1406457322771715,0.0013362757228285727,1.1451652859660035,-0.003183277966003484,1.1417107880430413,0.0002712199569587792,1.3721381996623574,-0.23015619166235735
90DW,twin,850000,42.3775,0.010507985,-0.01695098,0.005541788,0.010370495,-1.177500647,0.004155668,-5.727142087,13.49458818,-0.013329799,-0.191,0.00729,-0.000312,-0.217,-0.165,0.00735,5.4e-05,-0.0474,0.0574,0.0162,0.000263,-0.202,0.21,0.18,0.0325,0.191,0.0145,0.18,0.263,0.0,850000.0,0.01695098,1.177500647,0.0003161441,0.017780441501830037,0.01603408733580159,0.9839659126641984,0.10357142857142856,0.05207142857142857,1.1784567197272726,-0.0009560727272726055,0.003220586447014397,0.2732602792730802,True,1.079545144820527,0.09795550217947291,1.1874501835159867,-0.009949536515986734,1.3044776862250458,-0.12697703922504577,1.1813635545164896,-0.0038629075164895443,1.1871426093496646,-0.009641962349664635,1.1828322089933985,-0.005331561993398459,1.4172930991776247,-0.23979245217762468
90DW,twin,860000,42.8775,0.010444405,-0.01715098,0.005847993,0.009572428,-1.213624909,0.006204767,-5.662157477,13.75819207,0.011752377,-0.192,0.00764,0.000951,-0.217,-0.163,0.0076,5.77e-05,-0.0454,0.0563,0.015,0.000226,-0.205,0.215,0.179,0.0321,0.192,0.0135,0.179,0.263,0.0,860000.0,0.01715098,1.213624909,0.0002843696,0.016863261843427565,0.014422559212861997,0.985577440787138,0.09642857142857142,0.05457142857142857,1.2153350441818183,-0.0017101351818182842,0.0031170365311160866,0.20306987277334257,True,1.0922824041981032,0.12134250480189679,1.2128742125403276,0.0007506964596724064,1.3457930551795545,-0.13216814617955452,1.2162036759700285,-0.0025787669700285676,1.2229807533471966,-0.009355844347196607,1.2179911477162044,-0.004366238716204451,1.4562073957535095,-0.24258248675350957
90DW,twin,870000,43.3775,0.010627107,-0.01735098,0.005851819,0.010833006,-1.247351196,0.00412389,-5.724387817,12.90197609,-0.003780412,-0.193,-0.00424,-0.000548,-0.22,-0.166,0.00759,5.77e-05,-0.0483,0.0449,0.0148,0.00022,-0.207,0.207,0.179,0.0322,0.193,0.0126,0.179,0.264,0.0,870000.0,0.01735098,1.247351196,0.00023797760000000002,0.015426522615288256,0.012069665770654764,0.9879303342293453,0.09,-0.03028571428571428,1.252835697636364,-0.0054845016363638255,0.003292238468241768,0.06375547253672674,True,1.1050196635756793,0.14233153242432084,1.238564433408175,0.008786762591825203,1.385186113445723,-0.13783491744572296,1.2494939229537185,-0.0021427269537184213,1.2572000743145713,-0.009848878314571152,1.2515778561880644,-0.00422666018806428,1.493476125206342,-0.24612492920634188
90DW,twin,880000,43.8775,0.010774618,-0.01755098,0.005852179,0.010264302,-1.294302597,0.005123754,-5.764593003,12.35877606,-0.008223602,-0.193,-0.00815,-0.000132,-0.223,-0.164,0.00816,6.66e-05,-0.0582,0.0422,0.0152,0.00023,-0.204,0.203,0.179,0.0322,0.193,0.0139,0.179,0.264,0.0,880000.0,0.01755098,1.294302597,0.0002964225,0.017216924812520965,0.01503385403458944,0.9849661459654105,0.09928571428571427,-0.058214285714285705,1.290819967818182,0.0034826291818179644,0.0029137966022136706,0.2054326316003246,True,1.1177569229532556,0.17654567404674437,1.2645208461195288,0.02978175088047119,1.4383660089550916,-0.14406341195509165,1.2938998897806222,0.00040270721937774034,1.303029615095885,-0.008727018095885164,1.2964406204557481,-0.002138023455748206,1.5425468834549845,-0.24824428645498453
90DW,twin,890000,44.3775,0.010875338,-0.01775098,0.005929628,0.009820416,-1.329524441,0.005723175,-5.785348154,12.93993684,0.013425672,-0.193,0.00137,0.000494,-0.218,-0.163,0.00732,5.36e-05,-0.0486,0.0537,0.0151,0.000227,-0.202,0.212,0.179,0.0321,0.193,0.012,0.179,0.264,0.0,890000.0,0.01775098,1.329524441,0.0002288769,0.015128678065184677,0.011608099609474056,0.9883919003905259,0.0857142857142857,0.009785714285714285,1.327673958909091,0.0018504820909091002,0.0032767601072954677,0.21813820030256384,True,1.1304941823308314,0.19903025866916857,1.290743450674389,0.03878099032561111,1.4749772104484282,-0.14545276944842822,1.324947248131823,0.004577192868177038,1.3349062690647502,-0.005381828064750183,1.3277520883025749,0.0017723526974251502,1.577434243405905,-0.247909802405905
90DW,twin,900000,44.8775,0.010944544,-0.01795098,0.006114967,0.011420492,-1.361490772,0.004125484,-5.785336481,13.48465443,-0.01479496,-0.193,0.00624,-0.000688,-0.218,-0.16,0.00748,5.6e-05,-0.037,0.0499,0.0143,0.000206,-0.209,0.207,0.18,0.0324,0.193,0.0127,0.18,0.265,0.0,900000.0,0.01795098,1.361490772,0.00024493759999999996,0.01565048242067956,0.012422660648171626,0.9875773393518283,0.0907142857142857,0.04457142857142857,1.3651812138181818,-0.003690441818181789,0.003304386087667254,0.35928644002718857,True,1.1432314417084075,0.2182593302915925,1.3172322470727547,0.04425852492724536,1.5225832663356476,-0.16109249433564754,1.3648592734841234,-0.0033685014841233762,1.37604194844194,-0.014551176441939928,1.3680560893479445,-0.0065653173479445215,1.6217335943648679,-0.26024282236486784
90DW,twin,910000,45.3775,0.011009415,-0.01815098,0.006231043,0.01073895,-1.399675727,0.005014694,-5.790573158,13.20841285,0.004101843,-0.193,0.00138,0.000717,-0.216,-0.164,0.00772,5.97e-05,-0.043,0.0476,0.0139,0.000194,-0.206,0.21,0.181,0.0328,0.193,0.0112,0.181,0.265,0.0,910000.0,0.01815098,1.399675727,0.0001959044,0.01399658529785033,0.009935811736065324,0.9900641882639347,0.07999999999999999,0.009857142857142856,1.4033853154545455,-0.0037095884545454982,0.003779314021642875,0.0645255296662006,True,1.1559687010859838,0.24370702591401616,1.3439872353146276,0.05568849168537238,1.561628987027673,-0.16195326002767296,1.397869477474842,0.0018062495251580657,1.4099687682711421,-0.010293041271142167,1.401358715415919,-0.0016829884159190733,1.6587049903553845,-0.25902926335538456
90DW,twin,920000,45.8775,0.011147666,-0.01835098,0.006222669,0.008738532,-1.445258427,0.005438317,-5.829147381,12.68506029,0.015059426,-0.194,-0.00478,2.27e-05,-0.217,-0.165,0.00752,5.65e-05,-0.0498,0.048,0.0143,0.000204,-0.206,0.207,0.179,0.032,0.194,0.012,0.178,0.264,0.0,920000.0,0.01835098,1.445258427,0.0002268484,0.015061487310355509,0.011505218846680529,0.9884947811533195,0.0857142857142857,-0.03414285714285714,1.441661827818182,0.003596599181817872,0.004993183154549628,0.27067126922369567,True,1.16870596046356,0.27655246653644006,1.3710084154000064,0.07425001159999356,1.6111923082932251,-0.16593388129322517,1.4393595597244997,0.005898867275500264,1.452752706844825,-0.00749427984482498,1.4432635356502002,0.001994891349799799,1.7046798309098685,-0.25942140390986856
90DW,twin,930000,46.3775,0.011397991,-0.01855098,0.006187513,0.012122025,-1.481321317,0.003850951,-5.916503728,12.65433965,-0.015514361,-0.194,-0.00232,-0.000955,-0.216,-0.171,0.00722,5.21e-05,-0.0524,0.0439,0.0145,0.00021,-0.209,0.211,0.181,0.0327,0.194,0.0117,0.18,0.265,0.0,930000.0,0.01855098,1.481321317,0.00021538240000000002,0.01467591223740453,0.010923690216564386,0.9890763097834356,0.08357142857142856,-0.01657142857142857,1.479868347818182,0.0014529691818179202,0.00672932731951282,0.10173618479430567,True,1.1814432198411362,0.2998780971588637,1.398295787328892,0.08302552967110799,1.65517839704347,-0.17385708004347,1.476352964959188,0.004968352040811919,1.490839926779278,-0.009518609779278098,1.4806068176636757,0.0007144993363241703,1.745880359736037,-0.26455904273603714
90DW,twin,940000,46.8775,0.011235992,-0.01875098,0.006600072,0.01045923,-1.512381507,0.005706793,-5.807830275,13.1091146,0.009080621,-0.194,0.00409,0.000866,-0.221,-0.167,0.00759,5.77e-05,-0.0437,0.0468,0.0135,0.000181,-0.204,0.21,0.182,0.0331,0.194,0.0114,0.181,0.266,0.0,940000.0,0.01875098,1.512381507,0.00019772810000000002,0.014061582414507978,0.01002830552315261,0.9899716944768474,0.08142857142857142,0.02921428571428571,1.517495863727273,-0.005114356727273117,0.0116714076646564,0.17364992186124753,True,1.1941804792187123,0.31820102778128767,1.4258493511012833,0.08653215589871666,1.6983506780131323,-0.18596917101313237,1.5126902328118494,-0.0003087258118494862,1.5282418200465493,-0.015860313046549335,1.5172844980036813,-0.004902991003681301,1.786384239817373,-0.2740027328173731
90DW,twin,950000,47.3775,0.011339092,-0.01895098,0.006666078,0.009324712,-1.554561812,0.005629303,-5.829446036,13.41459214,0.005888936,-0.195,0.00247,-5e-05,-0.221,-0.168,0.00718,5.16e-05,-0.0361,0.0486,0.0133,0.000176,-0.211,0.205,0.18,0.0324,0.195,0.0109,0.179,0.265,0.0,950000.0,0.01895098,1.554561812,0.0001821009,0.01349447664787338,0.009235730587817619,0.9907642694121824,0.07785714285714285,0.01764285714285714,1.5559948363636367,-0.0014330243636366813,0.02020960805363537,0.07945370655663718,True,1.2069177385962884,0.3476440734037116,1.4536691067171807,0.10089270528281924,1.7417895378092922,-0.18722772580929226,1.5492424314350146,0.0053193805649853765,1.5658682056117124,-0.011306393611712373,1.5541802093299495,0.000381602670050496,1.8271163209669585,-0.27255450896695854
90DW,twin,960000,47.8775,0.011681206,-0.01915098,0.006465319,0.010844691,-1.597745765,0.004749796,-5.969519355,13.03358652,-0.014773744,-0.194,-0.00231,-0.000119,-0.218,-0.171,0.00746,5.57e-05,-0.0432,0.0429,0.0132,0.000174,-0.214,0.208,0.181,0.0328,0.194,0.0108,0.181,0.266,0.0,960000.0,0.01915098,1.597745765,0.0001793361,0.013391642916386323,0.009095506415783333,0.9909044935842166,0.07714285714285714,-0.016499999999999997,1.591587778909091,0.006157986090908896,0.026071208896421266,0.10739442051475964,True,1.2196549979738645,0.37809076702613553,1.4817550541765854,0.11599071082341461,1.786919899503706,-0.18917413450370613,1.587158413562951,0.01058735143704892,1.6049190446978674,-0.007173279697867407,1.5924593757189707,0.005286389281029313,1.86929638860969,-0.27155062360969007
90DW,twin,970000,48.3775,0.011613662,-0.01935098,0.006750741,0.010237253,-1.634666545,0.005682084,-5.900359295,12.58884205,0.013311316,-0.195,-0.0027,0.000429,-0.218,-0.171,0.00722,5.21e-05,-0.0446,0.0366,0.0129,0.000166,-0.206,0.217,0.181,0.0327,0.195,0.0104,0.18,0.266,0.0,970000.0,0.01935098,1.634666545,0.00017329,0.013163965967746953,0.008788862403002484,0.9912111375969975,0.07428571428571427,-0.019285714285714285,1.623709361909091,0.010957183090908984,0.030837878144304148,0.17570670340324704,True,1.2323922573514405,0.40227428764855944,1.5101071934794954,0.12455935152050457,1.831618745681673,-0.19695220068167307,1.6247264837293398,0.009940061270660161,1.6436064944213495,-0.008939949421349569,1.630385611776372,0.004280933223627992,1.911107063442373,-0.27644051844237305
90DW,twin,980000,48.8775,0.011666263,-0.01955098,0.006936139,0.010656339,-1.667622916,0.004193114,-5.890177066,12.85799999,-0.007822391,-0.195,0.000355,-0.000697,-0.222,-0.17,0.00746,5.56e-05,-0.0376,0.0424,0.0124,0.000153,-0.208,0.213,0.181,0.0328,0.195,0.00987,0.181,0.266,0.0,980000.0,0.01955098,1.667622916,0.000153126025,0.0123744100869496,0.007766192879241263,0.9922338071207587,0.0705,0.0025357142857142857,1.6516870630909093,0.01593585290909072,0.034961644282170384,0.09735025739393101,True,1.2451295167290166,0.4224933992709834,1.538725524625912,0.12889739137408807,1.8744609855993932,-0.20683806959939322,1.6607976540133256,0.006825261986674436,1.680730452358489,-0.013107536358488936,1.666793356289113,0.0008295597108869401,1.9513284165068074,-0.28370550050680743
90DW,twin,990000,49.3775,0.011841233,-0.01975098,0.006939688,0.010271165,-1.708205272,0.005638708,-5.959633085,13.36582933,-0.010989594,-0.194,0.00286,0.000482,-0.217,-0.17,0.00723,5.23e-05,-0.034,0.0406,0.0122,0.00015,-0.207,0.21,0.182,0.0332,0.194,0.01,0.182,0.266,0.0,990000.0,0.01975098,1.708205272,0.00015817959999999998,0.012576947165349784,0.008022498351676217,0.9919775016483238,0.07142857142857142,0.020428571428571428,1.6763863197272728,0.03181895227272724,0.038660605922737484,0.25497879374749866,True,1.257866776106593,0.45033849589340713,1.5676100476158352,0.14059522438416483,1.9206195221409388,-0.21241425014093873,1.6995426082505978,0.008662663749402277,1.7206471416590035,-0.012441869659003402,1.7059134520907036,0.0022918199092964997,1.994388638817279,-0.28618336681727885
90DW,twin,1000000,49.8775,0.012017701,-0.01995098,0.00689014,0.01034778,-1.75301314,0.005164024,-6.007148192,13.18628357,0.010141836,-0.196,0.000994,6.33e-05,-0.223,-0.166,0.00753,5.67e-05,-0.0398,0.0373,0.0125,0.000157,-0.205,0.208,0.181,0.0327,0.196,0.0102,0.181,0.267,0.0,1000000.0,0.01995098,1.75301314,0.00015798803599999998,0.012569329178599787,0.008012782674849114,0.9919872173251509,0.07285714285714286,0.0071,1.6982619227272728,0.05475121727272714,0.04200931293021586,0.02647131449319649,True,1.270604035484169,0.48240910451583097,1.5967607624492646,0.1562523775507354,1.9660882836346618,-0.21307514363466185,1.737731427237182,0.015281712762817978,1.7599829551729889,-0.006969815172988891,1.7444693908061832,0.00854374919381673,2.0368583888654457,-0.2838452488654457
