case,legacy_case,TimeStep,simtime,s1,s2,s3,p1,p2,p3,Px,Py,Pz,Px_mean,Py_mean,Pz_mean,Px_min,Px_max,Px_std,Px_var,Py_min,Py_max,Py_std,Py_var,Pz_min,Pz_max,Pz_std,Pz_var,absPx_mean,absPy_mean,absPz_mean,absP_mean,qdiff_absmax,strain_y,stress_y,M2y,M2y_sqrt,m_y,progress_M2y,absPy_mean_norm,Py_mean_norm,stress_smooth,delta_sigma_serr,S_rms,H_M2_sections,is_loading,pred_M1_linear_sep,resid_pred_M1_linear_sep,pred_M1_quadratic_sep,resid_pred_M1_quadratic_sep,pred_M2_common,resid_pred_M2_common,pred_M3_structure,resid_pred_M3_structure,pred_M4_common_Ae,resid_pred_M4_common_Ae,pred_M5_common_AM,resid_pred_M5_common_AM,pred_M6_cross_from_90DW,resid_pred_M6_cross_from_90DW
Ref,single,500000,24.8775,0.00424712,-0.00995098,0.004386229,-0.000495785,-0.746284098,-0.003817886,-18.14078845,-9.683498441,-13.78958692,-0.0482,0.0336,-0.00426,-0.193,0.192,0.144,0.0208,-0.117,0.125,0.0734,0.00539,-0.2,0.206,0.165,0.0272,0.151,0.0782,0.164,0.238,0.0,0.00995098,0.746284098,0.00651896,0.0807400767896588,0.37926486510386936,0.6207351348961306,0.6015384615384616,1.520361990950226,0.7628044205454545,-0.016520322545454547,0.01635872589744955,0.03869999980584939,True,0.8814711756207532,-0.13518707762075322,0.7761331450988184,-0.029849047098818415,0.6540224233319492,0.0922616746680508,0.736340096689992,0.009944001310007944,0.7538807284793703,-0.007596630479370314,0.7428080548942232,0.0034760431057767605,0.603402565737043,0.14288153226295697
Ref,single,510000,25.3775,0.004294555,-0.01015098,0.004489813,-0.001751675,-0.784932793,-0.002858906,-18.12828474,-9.641618112,-13.80109793,-0.0475,0.0352,-0.004,-0.198,0.188,0.144,0.0208,-0.114,0.121,0.0732,0.00536,-0.204,0.203,0.164,0.0271,0.151,0.0794,0.164,0.238,0.0,0.01015098,0.784932793,0.0065990400000000005,0.08123447543992637,0.3839238184334677,0.6160761815665323,0.6107692307692307,1.592760180995475,0.7885604274545455,-0.003627634454545503,0.016106338005970958,0.10052923211986561,True,0.8991874442821464,-0.1142546512821464,0.7959570714385006,-0.011024278438500623,0.7115967313061047,0.07333606169389528,0.7891726301402433,-0.004239837140243341,0.8022768627629148,-0.017344069762914804,0.794075585626817,-0.009142792626817053,0.651351553851022,0.13358123914897801
Ref,single,520000,25.8775,0.004362538,-0.01035098,0.004622091,-0.001890661,-0.794612104,-0.002074884,-18.15351102,-9.459367793,-13.79844681,-0.0483,0.0365,-0.00439,-0.197,0.188,0.145,0.0211,-0.119,0.119,0.0716,0.00512,-0.201,0.208,0.165,0.0272,0.152,0.0779,0.164,0.238,0.0,0.01035098,0.794612104,0.0064522500000000005,0.08032589868778314,0.3753837614997548,0.6246162385002452,0.5992307692307692,1.6515837104072395,0.8164002578181818,-0.021788153818181777,0.01648723970526723,0.053115905035126115,True,0.9169037129435395,-0.12229160894353941,0.8159474761478865,-0.0213353721478865,0.7349468884530529,0.05966521554694715,0.8127080589355402,-0.01809595493554017,0.8250648307412817,-0.030452726741281633,0.8173516758654991,-0.02273957186549902,0.6717071160213695,0.12290498797863059
Ref,single,530000,26.3775,0.00454946,-0.01055098,0.004616545,-0.000528087,-0.812206926,-0.004326661,-18.17110047,-9.136730974,-13.79204963,-0.048,0.0419,-0.00439,-0.195,0.192,0.145,0.021,-0.113,0.118,0.0671,0.0045,-0.207,0.206,0.166,0.0275,0.152,0.0766,0.165,0.239,0.0,0.01055098,0.812206926,0.00625561,0.07909241430124636,0.36394349448261937,0.6360565055173806,0.5892307692307692,1.8959276018099547,0.8495899754545455,-0.037383049454545514,0.022760934056634027,0.04292139694200905,True,0.9346199816049328,-0.12241305560493276,0.8361043592269769,-0.023897433226976905,0.7507769948275929,0.06142993117240714,0.8298060536626508,-0.017599127662650815,0.842225932715712,-0.030019006715712004,0.8344772247870325,-0.02227029878703246,0.6859995923571425,0.12620733364285752
Ref,single,540000,26.8775,0.004577674,-0.01075098,0.004759333,-0.000260751,-0.856349301,-0.002902445,-18.16178279,-8.21484042,-13.82155712,-0.0483,0.0511,-0.00428,-0.199,0.189,0.146,0.0212,-0.114,0.119,0.0605,0.00366,-0.205,0.204,0.165,0.0273,0.152,0.0764,0.164,0.239,0.0,0.01075098,0.856349301,0.00627121,0.07919097170763849,0.3648510827935801,0.63514891720642,0.5876923076923076,2.3122171945701355,0.8803359751818183,-0.023986674181818324,0.023797094310240702,0.1556072815983604,True,0.9523362502663261,-0.09598694926632612,0.8564277206757713,-7.841967577137954e-05,0.7986242642098748,0.057725036790125195,0.87431189205339,-0.017962591053390042,0.8833438258772134,-0.026994524877213433,0.8777891506223394,-0.02143984962233947,0.72610609753003,0.13024320346996998
Ref,single,550000,27.3775,0.00467154,-0.01095098,0.004800083,-0.00180309,-0.911228639,-0.003491481,-18.1676835,-7.340908755,-13.81825395,-0.0485,0.0596,-0.0048,-0.201,0.192,0.145,0.0212,-0.104,0.133,0.0533,0.00284,-0.209,0.209,0.166,0.0275,0.152,0.0773,0.165,0.239,0.0,0.01095098,0.911228639,0.00639216,0.07995098498455162,0.3718878011404196,0.6281121988595804,0.5946153846153845,2.69683257918552,0.9121318573636364,-0.0009032183636364932,0.024652209338179094,0.0960198656629936,True,0.9700525189277193,-0.058823879927719314,0.8769175604942698,0.03431107850573012,0.8623639578423722,0.048864681157627765,0.9324222174869267,-0.021193578486926712,0.9363532001523507,-0.025124561152350733,0.9340992615682102,-0.022870622568210264,0.7790259646421853,0.13220267435781463
Ref,single,560000,27.8775,0.004754127,-0.01115098,0.004915549,-0.000575608,-0.94856742,-0.003677473,-18.18350554,-6.667285753,-13.80654924,-0.0481,0.0665,-0.00426,-0.2,0.19,0.145,0.0209,-0.0946,0.124,0.045,0.00203,-0.205,0.209,0.166,0.0275,0.151,0.0778,0.165,0.239,0.0,0.01115098,0.94856742,0.006452250000000001,0.08032589868778314,0.37538376149975483,0.6246162385002452,0.5984615384615384,3.009049773755656,0.9423188745454546,0.006248545454545451,0.024218354116989423,0.09474783307870417,True,0.9877687875891124,-0.0392013675891123,0.8975738786824723,0.05099354131752776,0.9169227028287552,0.03164471717124484,0.9826733205054213,-0.03410590050542128,0.9824929442369243,-0.0339255242369243,0.9829004067254816,-0.034332986725481573,0.8245436370925097,0.12402378290749039
Ref,single,570000,28.3775,0.004880192,-0.01135098,0.004932159,-0.001403026,-0.985430358,-0.003417719,-18.17758553,-5.64351454,-13.81438041,-0.0485,0.0797,-0.00414,-0.194,0.191,0.146,0.0212,-0.0525,0.126,0.0231,0.000534,-0.209,0.2,0.165,0.0271,0.152,0.0812,0.164,0.24,0.0,0.01135098,0.985430358,0.006886089999999998,0.08298246802789128,0.40062402514252327,0.5993759748574767,0.6246153846153846,3.606334841628959,0.9729005864545455,0.012529771545454538,0.024613548278646463,0.08163288735419542,True,1.0054850562505055,-0.020054698250505543,0.918396675240379,0.06703368275962096,1.0278629719111785,-0.042432613911178474,1.08118903702411,-0.09575867902410995,1.0708200738575322,-0.08538971585753219,1.0778151891402104,-0.09238483114021034,0.9155192499775859,0.06991110802241407
Ref,single,580000,28.8775,0.00488984,-0.01155098,0.005082779,-0.001819061,-1.055362042,-0.002567308,-18.15118915,-4.924184458,-13.8010609,-0.0485,0.0834,-0.00505,-0.201,0.183,0.145,0.021,0.015,0.121,0.0126,0.00016,-0.208,0.203,0.165,0.0273,0.152,0.0834,0.165,0.24,0.0,0.01155098,1.055362042,0.007115560000000001,0.0843537788128072,0.41397430012432795,0.5860256998756721,0.6415384615384615,3.773755656108597,1.003136383181818,0.052225658818181975,0.023725264456416848,0.023113651290456273,True,1.023201324911899,0.03216071708810109,0.9393859501679899,0.11597609183201019,1.107973295630371,-0.05261125363037089,1.1533132109045792,-0.09795116890457911,1.136078746001219,-0.08071670400121889,1.1475146028691694,-0.09215256086916934,0.9816380353398528,0.07372400666014722
Ref,single,590000,29.3775,0.00505599,-0.01175098,0.005104928,-0.001346676,-1.056478221,-0.002605569,-18.19237038,-5.175638086,-13.80251667,-0.0484,0.0812,-0.0036,-0.197,0.191,0.145,0.021,0.0363,0.12,0.013,0.000169,-0.205,0.207,0.166,0.0275,0.152,0.0812,0.165,0.24,0.0,0.01175098,1.056478221,0.006762439999999999,0.08223405620544325,0.39343022420340207,0.606569775796598,0.6246153846153846,3.6742081447963795,1.0331181302727273,0.023360090727272853,0.0208863608190391,0.049418051634417835,True,1.040917593573292,0.015560627426708162,0.9605417034653048,0.09593651753469534,1.1001978344047807,-0.04371961340478059,1.150203990325976,-0.09372576932597587,1.1355770196447361,-0.07909879864473601,1.1453334977223497,-0.08885527672234961,0.9768983818582875,0.07957983914171263
Ref,single,600000,29.8775,0.005091891,-0.01195098,0.005266744,-0.002943249,-1.081998529,-0.002097928,-18.18756154,-5.234172083,-13.82283937,-0.0485,0.0796,-0.00446,-0.199,0.191,0.146,0.0214,0.0365,0.119,0.0121,0.000147,-0.214,0.209,0.166,0.0275,0.153,0.0796,0.165,0.24,0.0,0.01195098,1.081998529,0.00648316,0.08051807250549407,0.37718206628769035,0.6228179337123096,0.6123076923076923,3.6018099547511313,1.0600595285454544,0.021939000454545665,0.019619674660688775,0.02576829828327794,True,1.0586338622346854,0.02336466676531468,0.9818639351323237,0.10013459386767631,1.103561401244079,-0.021562872244079045,1.1566301786058468,-0.07463164960584678,1.1434100532828513,-0.06141152428285124,1.152262843345004,-0.07026431434500391,0.9811396362608757,0.1008588927391243
Ref,single,610000,30.3775,0.005277191,-0.01215098,0.005291306,-0.000390785,-1.078341287,-0.002704306,-18.22634775,-5.519207792,-13.80942956,-0.0488,0.0753,-0.00439,-0.201,0.19,0.147,0.0215,0.0207,0.118,0.013,0.000169,-0.209,0.207,0.167,0.0279,0.153,0.0753,0.166,0.24,0.0,0.01215098,1.078341287,0.005839090000000001,0.07641393851909481,0.33971088657996873,0.6602891134200313,0.5792307692307692,3.4072398190045248,1.0846413518181817,-0.006300064818181683,0.019902662847790933,0.020509728241507253,True,1.0763501308960786,0.001991156103921421,1.0033526451690469,0.0749886418309531,1.0518950920298797,0.02644619497012024,1.1159488127486314,-0.037607525748631465,1.1100670698783175,-0.03172578287831751,1.1141840451946874,-0.03584275819468741,0.9410127245331812,0.1373285624668188
Ref,single,620000,30.8775,0.005263282,-0.01235098,0.005431561,-0.001139118,-1.121331624,-0.00362373,-18.20310833,-5.504610333,-13.8126317,-0.0487,0.0746,-0.0044,-0.196,0.193,0.147,0.0216,0.0269,0.11,0.0129,0.000167,-0.209,0.209,0.168,0.0281,0.154,0.0746,0.167,0.24,0.0,0.01235098,1.121331624,0.005732159999999999,0.07571102957957974,0.3334898341382361,0.6665101658617639,0.5738461538461538,3.375565610859728,1.1063170097272728,0.015014614272727211,0.01981345364493304,0.03661756188283172,True,1.0940663995574715,0.027265224442528435,1.025007833575474,0.09632379042452599,1.0812582727232305,0.040073351276769476,1.1446316060766843,-0.023299982076684378,1.1373542731408748,-0.016022649140874812,1.1423781008677028,-0.02104647686770278,0.9662163228392593,0.15511530116074068
Ref,single,630000,31.3775,0.005398551,-0.01255098,0.005511851,-0.00058113,-1.127205868,-0.003678431,-18.22303038,-5.721634369,-13.83011023,-0.0486,0.0724,-0.00475,-0.196,0.189,0.147,0.0217,0.0173,0.115,0.0134,0.00018,-0.205,0.212,0.167,0.0279,0.154,0.0724,0.166,0.239,0.0,0.01255098,1.127205868,0.00542176,0.0736326014751618,0.31543115389963355,0.6845688461003665,0.556923076923077,3.276018099547511,1.1256569302727273,0.0015489377272728255,0.01948713840478346,0.048202370598962825,True,1.111782668218865,0.015423199781135155,1.0468295003516055,0.08037636764839462,1.0799272762719097,0.04727859172809046,1.1470390792471878,-0.019833211247187732,1.1416746072796418,-0.014468739279641651,1.1454678307272748,-0.01826196272727465,0.9666725575593604,0.16053331044063968
Ref,single,640000,31.8775,0.005477259,-0.01275098,0.005637511,-0.001580555,-1.142006144,-0.002877703,-18.24169241,-5.875398087,-13.82215053,-0.0492,0.0733,-0.00477,-0.196,0.186,0.147,0.0217,0.0298,0.118,0.0128,0.000164,-0.201,0.204,0.169,0.0285,0.154,0.0733,0.168,0.241,0.0,0.01275098,1.142006144,0.005536890000000001,0.07441028154764637,0.3221292719919993,0.6778707280080007,0.5638461538461539,3.3167420814479636,1.1399173097272728,0.0020888342727272136,0.011598524067644916,0.030480286740169404,True,1.1294989368802582,0.012507207119741848,1.068817645497441,0.07318849850255904,1.1427890020910585,-0.0007828580910584915,1.2043978326390625,-0.062391688639062526,1.19402704353787,-0.052020899537869925,1.2010598644321062,-0.059053720432106216,1.0188845578799959,0.12312158612000412
Ref,single,650000,32.3775,0.005573917,-0.01295098,0.005707318,-0.002199111,-1.152704682,-0.00267575,-18.24872076,-6.084488164,-13.82207888,-0.0496,0.0708,-0.00415,-0.201,0.192,0.148,0.0219,0.0223,0.108,0.0135,0.000182,-0.203,0.208,0.168,0.0282,0.155,0.0708,0.167,0.24,0.0,0.01295098,1.152704682,0.00519464,0.07207385101408138,0.30221759895185185,0.6977824010481481,0.5446153846153846,3.203619909502262,1.1560164427272728,-0.0033117607272727945,0.009216116619324588,0.023900725915796714,True,1.1472152055416514,0.00548947645834863,1.0909722690129806,0.06173241298701937,1.1366533192385095,0.01605136276149044,1.2026923213547664,-0.04998763935476647,1.194752278735305,-0.042047596735305115,1.2002199104210423,-0.04751522842104228,1.015466985502179,0.13723769649782103
Ref,single,660000,32.8775,0.005587332,-0.01315098,0.005892133,-0.001203421,-1.181628695,-0.002930334,-18.2571626,-6.15738174,-13.83608035,-0.0488,0.0687,-0.00446,-0.2,0.194,0.148,0.0219,0.0133,0.112,0.0134,0.00018,-0.208,0.211,0.169,0.0285,0.155,0.0687,0.168,0.24,0.0,0.01315098,1.181628695,0.004899689999999999,0.06999778567926274,0.2850577802135275,0.7149422197864725,0.5284615384615384,3.108597285067873,1.1705001863636364,0.011128508636363499,0.00675878591666074,0.040153634375052684,True,1.1649314742030445,0.016697220796955348,1.113293370898224,0.0683353241017759,1.1376530105391178,0.04397568446088207,1.207094947110093,-0.025466252110093013,1.200816546269474,-0.019187851269474088,1.205215876255537,-0.02358718125553705,1.0178023511379104,0.1638263438620895
Ref,single,670000,33.3775,0.005779441,-0.01335098,0.00587612,-0.001506875,-1.186999657,-0.004345243,-18.28356572,-6.408161762,-13.82973105,-0.049,0.0667,-0.00518,-0.2,0.195,0.148,0.022,0.0191,0.106,0.0132,0.000173,-0.203,0.208,0.169,0.0286,0.155,0.0667,0.168,0.239,0.0,0.01335098,1.186999657,0.00462189,0.06798448352381593,0.2688957268298813,0.7311042731701187,0.513076923076923,3.0180995475113117,1.1872658266363636,-0.0002661696363635002,0.006486455887348502,0.07837289475959441,True,1.1826477428644377,0.004351914135562351,1.135780951153172,0.05121870584682808,1.1412398406711575,0.04575981632884263,1.21371225680262,-0.026712599802619863,1.2088166363105144,-0.021816979310514295,1.2123278257126826,-0.02532816871268251,1.0222236129032904,0.16477604409670965
Ref,single,680000,33.8775,0.00581648,-0.01355098,0.006076923,-0.001461072,-1.198169484,-0.002173569,-18.28476098,-6.606494169,-13.82882599,-0.0495,0.0665,-0.00391,-0.2,0.193,0.149,0.0221,0.0125,0.108,0.0133,0.000176,-0.205,0.208,0.169,0.0287,0.155,0.0665,0.168,0.24,0.0,0.01355098,1.198169484,0.004598250000000001,0.06781039743284212,0.26752038146634854,0.7324796185336515,0.5115384615384615,3.009049773755656,1.2021603449999998,-0.003990860999999901,0.005276336712632251,0.04510512654247005,True,1.200364011525831,-0.002194527525831047,1.1584350097778238,0.03973447422217613,1.183167615724266,0.015001868275733798,1.2531507950361749,-0.054981311036174985,1.2455052772755373,-0.047335793275537386,1.2507982823145913,-0.05262879831459144,1.057557490430266,0.14061199356973386
Ref,single,690000,34.3775,0.005935715,-0.01375098,0.006105539,-0.00197863,-1.212226216,-0.002063537,-18.29883229,-6.824840795,-13.82965541,-0.0499,0.0607,-0.00426,-0.198,0.193,0.15,0.0224,-0.000209,0.106,0.0134,0.000181,-0.208,0.21,0.17,0.0287,0.157,0.0607,0.169,0.239,0.0,0.01375098,1.212226216,0.0038654899999999996,0.062173064907562664,0.22488932949586374,0.7751106705041363,0.4669230769230769,2.7466063348416285,1.217709701181818,-0.005483485181818182,0.005416783833435211,0.029038306777562348,True,1.2180802801872241,-0.005854064187224228,1.1812555467721797,0.030970669227820213,1.118122102838955,0.09410411316104494,1.2010163493894417,0.011209866610558228,1.2021513260497565,0.010074889950243415,1.2017768260014277,0.010449389998572256,1.0066435158606764,0.20558270013932356
Ref,single,700000,34.8775,0.006027134,-0.01395098,0.006220937,-0.001957594,-1.233568684,-0.002210806,-18.32098833,-6.955145319,-13.83527302,-0.0499,0.0612,-0.00458,-0.201,0.2,0.149,0.0222,0.007,0.104,0.013,0.000169,-0.204,0.211,0.17,0.029,0.156,0.0612,0.169,0.24,0.0,0.01395098,1.233568684,0.00391444,0.06256548569299211,0.22773717871519236,0.7722628212848076,0.4707692307692307,2.7692307692307687,1.2331046433636366,0.0004640406363634053,0.005447397481321917,0.11195636047795217,True,1.2357965488486173,-0.002227864848617367,1.2042425621362398,0.029326121863760157,1.1710003389867298,0.06256834501327013,1.2498288763694292,-0.016260192369429216,1.2470336320744737,-0.013464948074473737,1.2492035071612466,-0.015634823161246647,1.0508062680262038,0.18276241597379617
Ref,single,710000,35.3775,0.006131657,-0.01415098,0.006321967,-0.002477429,-1.241319709,-0.003429252,-18.33781497,-7.217567876,-13.83859372,-0.0502,0.0586,-0.00433,-0.2,0.193,0.15,0.0225,0.00179,0.103,0.0139,0.000194,-0.215,0.212,0.17,0.0291,0.157,0.0586,0.17,0.24,0.0,0.01415098,1.241319709,0.00362796,0.06023254934003707,0.21107013388672946,0.7889298661132705,0.45076923076923076,2.6515837104072397,1.2483558967272728,-0.007036187727272658,0.0055069522517160975,0.0991637574517186,True,1.2535128175100108,-0.012193108510010653,1.2273960558700039,0.013923653129996216,1.1732777600775557,0.06804194892244442,1.2553252848039447,-0.01400557580394457,1.2540539588875468,-0.012734249887546678,1.2552445098052956,-0.013924800805295456,1.054171810934129,0.18714789806587118
Ref,single,720000,35.8775,0.006237683,-0.01435098,0.006405093,-0.000276106,-1.26276333,-0.003664421,-18.33447407,-7.366474553,-13.84691503,-0.05,0.0574,-0.00507,-0.201,0.202,0.15,0.0226,-0.00178,0.0996,0.0136,0.000184,-0.215,0.213,0.171,0.0293,0.157,0.0574,0.17,0.24,0.0,0.01435098,1.26276333,0.00347876,0.05898101389430331,0.20238986619472074,0.7976101338052792,0.44153846153846155,2.597285067873303,1.2628772103636363,-0.00011388036363624288,0.0044278181489870415,0.07046850341834648,True,1.2712290861714037,-0.00846575617140366,1.2507160279734721,0.012047302026527928,1.1962643601059177,0.06649896989408233,1.2785494956232268,-0.015786165623226767,1.2765698958314202,-0.013806565831420148,1.2782232519080834,-0.015459921908083318,1.0742342530069573,0.18852907699304278
Ref,single,730000,36.3775,0.006367324,-0.01455098,0.006454578,6.01e-05,-1.285171326,-0.003888771,-18.36469302,-7.526113061,-13.84299405,-0.0503,0.0528,-0.00458,-0.202,0.193,0.151,0.0228,-0.00508,0.0947,0.0142,0.000201,-0.209,0.212,0.171,0.0293,0.158,0.0528,0.17,0.24,0.0,0.01455098,1.285171326,0.0029888399999999996,0.05467028443313607,0.17388693893152418,0.8261130610684758,0.40615384615384614,2.3891402714932126,1.2768731061818182,0.008298219818181796,0.0061237958561076895,0.07523075195262292,True,1.288945354832797,-0.003774028832796983,1.2742024784466446,0.010968847553355365,1.1678521296593563,0.1173191963406437,1.2577744579828807,0.02739686801711927,1.26062673979914,0.024544586200859975,1.2591636301677651,0.026007695832234834,1.0528560811268,0.2323152448732
Ref,single,740000,36.8775,0.006366424,-0.01475098,0.00664618,-0.002580657,-1.298248786,-0.003188081,-18.35406806,-7.768316369,-13.84414657,-0.0501,0.0538,-0.00443,-0.205,0.197,0.151,0.0229,-0.0177,0.099,0.0137,0.000188,-0.203,0.21,0.171,0.0292,0.158,0.0538,0.17,0.24,0.0,0.01475098,1.298248786,0.0030824399999999997,0.05551972622410885,0.17933246879728837,0.8206675312027116,0.41384615384615386,2.434389140271493,1.2938991646363633,0.004349621363636702,0.007315843101609156,0.028148349015845966,True,1.3066616234941903,-0.008412837494190306,1.2978554072895212,0.0003933787104788422,1.2274659779834207,0.07078280801657932,1.312352911364965,-0.01410412536496497,1.3105489568985964,-0.012300170898596363,1.3120992716046285,-0.013850485604628426,1.1024494608252011,0.19579932517479892
