TimeStep,e,s_raw,s_sm,s_trend,E_tan,delta_sigma_serr,S_rms,A_sigma,A_sigma_norm,e_pol,P_obs,P_sm,R_P,A_P,A_P_norm
490000,0.00975098,0.732243824893976,0.7345228443571055,0.7304094195256446,117.62554541951063,0.0018344053683313488,0.016174867249352912,5.2817341463334156e-05,0.2929754867418863,0.00975098,0.032,0.03208398268398264,16.083142182492622,0.02477266416448797,0.19324508955685196
495000,0.0098509799999999,0.753280562387108,0.7453245868655163,0.7431246278198612,122.35949347432219,0.010155934567246838,0.016262239448296082,5.443919679821499e-05,0.30197184746351585,,,,,,
500000,0.0099509799999999,0.746284098136858,0.7554140904688698,0.756490896098531,127.52691787555564,-0.010206797961673009,0.016185134632538564,5.6061565502256714e-05,0.3109710558214638,0.0099509799999999,0.0336,0.03288181818181814,17.14427390791001,0.028095405773526573,0.2191649298917243
505000,0.01005098,0.764930709898995,0.7660493774131627,0.7702037426995998,132.58876914027596,-0.00527303280060476,0.016122863097229493,5.7676965388746735e-05,0.3199316084527572,,,,,,
510000,0.01015098,0.784932793355397,0.7764387517644795,0.7855778507417263,137.5189434656215,-0.0006450573863292508,0.015704163638480415,5.926831672553225e-05,0.3287587648289588,0.01015098,0.0352,0.03461774891774887,17.57972676673956,0.031567805840993286,0.24625221681247256
515000,0.01025098,0.782387055412831,0.7848156825158901,0.8004597826357513,141.9887307370142,-0.018072727222920304,0.015701381615263073,6.083859398821942e-05,0.33746902423637065,,,,,,
520000,0.01035098,0.794612103751679,0.7948736196220871,0.8154071359198194,145.58615655317894,-0.02079503216814038,0.01541096170922392,6.239421115444376e-05,0.3460979647288602,0.01035098,0.0365,0.03829740259740254,17.500500365435304,0.03507582855421075,0.27361738669819574
525000,0.01045098,0.805981682050788,0.8030289247181894,0.8312129529524329,148.69963102142987,-0.025231270901644898,0.019016833808409187,6.411560093032543e-05,0.35564643864838796,,,,,,
530000,0.01055098,0.812206926201048,0.815563269325901,0.8468124320020446,151.57076120588283,-0.03460550580099664,0.021430736920703356,6.613797946678104e-05,0.366864484079655,0.01055098,0.0419,0.043096969696969634,17.050174284589875,0.03853089601921328,0.3005694665094783
535000,0.01065098,0.829971612791012,0.8367099834492999,0.8627476582763154,154.02077414194827,-0.03277604548530344,0.022774667402057386,6.83482496829191e-05,0.3791247564535244,,,,,,
540000,0.01075098,0.856349301484263,0.8568949387745635,0.8788892641641388,155.81109585358413,-0.02253996267987579,0.023040135024195017,7.063898980423171e-05,0.39183139187754756,0.01075098,0.0511,0.05049567099567093,16.291308258840687,0.04186504427355634,0.3265782871081918
545000,0.01085098,0.886564653731806,0.881422539689196,0.8950299949021201,156.84324430058763,-0.008465341170314056,0.023395201562216483,7.296075663355227e-05,0.40471013109605913,,,,,,
550000,0.01095098,0.911228639276141,0.9035971692903991,0.911739354763391,157.14786694449404,-0.000510715487250013,0.023503376661269938,7.530568554472662e-05,0.41771734937120353,0.01095098,0.0596,0.05992813852813844,15.360704447068105,0.04503024554414723,0.3512691963676659
555000,0.01105098,0.916728790815674,0.9204951777332052,0.9289776658080717,156.82654468699093,-0.012248874992397685,0.023585864825118753,7.766014761904604e-05,0.43077744768603266,,,,,,
560000,0.01115098,0.948567419896896,0.9426376007230114,0.9453904368503383,155.86660943294103,0.0031769830465576687,0.02374772360101082,8.00268270403525e-05,0.44390531509110853,0.01115098,0.0665,0.06916233766233756,14.209560353066781,0.0479872720241607,0.37433618840202854
565000,0.01125098,0.952117045999962,0.9685639503896177,0.9616773288246199,153.94062972424473,-0.009560282824657818,0.02374760665834461,8.24015935533203e-05,0.45707804124049384,,,,,,
570000,0.01135098,0.985430358261456,0.9979042216411402,0.9781926842011746,151.47183481351502,0.007237674060281418,0.023461558918623768,8.476205183216871e-05,0.4701714002400112,0.01135098,0.0797,0.07643593073593062,12.820649912857627,0.05069029305075315,0.395421750168401
575000,0.01145098,1.04503321211742,1.0246597540578652,0.9939599086584104,148.55164524325062,0.05107330345900951,0.02304873125276747,8.708756634073826e-05,0.48307092767166837,,,,,,
580000,0.01155098,1.05536204236339,1.044875709895094,1.0095868099821428,145.17462289039963,0.045775232381247255,0.022424440296848244,8.936122491821907e-05,0.49568281251794993,0.01155098,0.0834,0.08032900432900421,11.139812784617908,0.053086339320500706,0.41411268195132483
585000,0.01165098,1.06169729159633,1.0617041722390856,1.0247322326844681,141.33847399757659,0.03696505891186197,0.021264296896693034,9.154566177789612e-05,0.5077997883915857,,,,,,
590000,0.01175098,1.05647822065624,1.071555323179464,1.039529509476837,137.0005863915907,0.016948711179402887,0.020089846317465937,9.361336893860406e-05,0.5192692697222322,0.01175098,0.0812,0.08156363636363625,9.178340923146024,0.05511815469127709,0.4299623435251302
595000,0.01185098,1.07244949943678,1.0715250209139398,1.053751762639752,132.15317582987527,0.01869773679702802,0.019508774276192384,9.5593299968287e-05,0.5302518606869707,,,,,,
600000,0.0119509799999999,1.0819985290612,1.0764458072070942,1.0675181481209475,126.804800419737,0.014480380940252502,0.01954472324599465,9.754597484439438e-05,0.5410832629580099,0.0119509799999999,0.0796,0.08009956709956699,6.892300556586336,0.05672521883924952,0.44249863163433273
605000,0.01205098,1.09320108700696,1.0855043401264848,1.0795721057155145,120.52584894540597,0.013628981291445408,0.020034726965305984,9.952494735496138e-05,0.5520605370590677,,,,,,
610000,0.01215098,1.07834128713616,1.095506195008023,1.0920778574949552,113.80176455836977,-0.013736570358795275,0.01989303175522569,0.00010152133529098799,0.5631344137646769,0.01215098,0.0753,0.07702683982683972,4.3510204081632216,0.05784955093572504,0.45126925296243836
615000,0.01225098,1.10462719259274,1.103478367262487,1.1040799630339209,107.52769089529694,0.00054722955881914,0.019883966090651236,0.00010351018518328183,0.5741664772708615,,,,,,
620000,0.0123509799999999,1.12133162431681,1.1112522220340506,1.114771297189394,101.57532878708196,0.006560327127416166,0.019774761683067424,0.00010549312157196578,0.5851657388307446,0.0123509799999999,0.0746,0.07478008658008647,1.6196688592792965,0.05844661986246899,0.4559268318749902
625000,0.01245098,1.11930463495718,1.119488959078768,1.124709996901504,96.22238381497183,-0.00540536194432395,0.019712365229994405,0.00010746747791762085,0.5961174072666082,,,,,,
630000,0.01255098,1.12720586771621,1.1298963308624073,1.1335665867690399,91.33722266925702,-0.006360719052829866,0.0162825457541046,0.00010926722346682578,0.6061005172392278,0.01255098,0.0724,0.07327445887445877,-1.0764322257828878,0.058716229970975344,0.45802998998579325
635000,0.01265098,1.13080876033857,1.1354449666107023,1.1423479036907673,86.65896995697858,-0.011539143352197412,0.012873050896339989,0.000110725003299348,0.6141867583138981,,,,,,
640000,0.0127509799999999,1.14200614401505,1.1381260037133554,1.149377223391721,82.6992993880322,-0.00737107937667103,0.01007817971691818,0.00011187256483000977,0.6205522320143358,0.0127509799999999,0.0733,0.07171471861471851,-3.6925282509699136,0.059193126018650385,0.461750131623784
645000,0.01285098,1.15084246944537,1.1459395502237468,1.1558271700693534,79.28845851115068,-0.0049847006239833735,0.009474341106972938,0.0001128501908712053,0.6259750809752143,,,,,,
650000,0.01295098,1.15270468169653,1.1543824135682013,1.1627617485748436,76.80859223432408,-0.010057066878313536,0.008554701816669577,0.00011375164301738743,0.6309753966667107,0.01295098,0.0708,0.07095021645021635,-6.016646989374317,0.0601640435426853,0.46932400590063333
655000,0.01305098,1.14964059608713,1.16333782949937,1.1698281284860503,75.67677114671882,-0.020187532398920238,0.008638335575958039,0.0001146112948870188,0.635743848049457,,,,,,
660000,0.01315098,1.18162869516664,1.1715975472332947,1.1760406791304585,75.41181849067536,0.00558801603618142,0.008232232928630682,0.00011545482331224823,0.6404228633901623,0.01315098,0.0687,0.06901341991341982,-7.848510147860781,0.0615505592564088,0.48013985321892755
665000,0.01325098,1.18370788718465,1.1792566791889425,1.1821202732665712,75.77668824834034,0.001587613918078823,0.007673836094884957,0.00011625012676342402,0.6448343769056141,,,,,,
670000,0.01335098,1.18699965695076,1.188751702014411,1.1876704343909412,76.27112938296042,-0.0006707774401812916,0.0076729921308693015,0.00011701746817471173,0.6490907862068146,0.01335098,0.0667,0.06708484848484839,-9.165227413279403,0.06325193301252283,0.4934118259743346
675000,0.01345098,1.19325333620853,1.1966696849070377,1.1940551690546195,76.35288921327974,-0.0008018328460894786,0.007543607522763929,0.0001177782981573934,0.6533110768978696,,,,,,
680000,0.01355098,1.19816948393806,1.1993715728955001,1.202157634507715,76.50312260874479,-0.003988150569654847,0.007591389852942467,0.00011853504802617873,0.6575087353753064,0.01355098,0.0665,0.06465844155844147,-9.946632371956987,0.06516311899104647,0.5083204891333435
685000,0.01365098,1.21208634693572,1.2050649177024448,1.2092847571000305,76.45711324100417,0.0028015898356894553,0.008835328562079801,0.00011935638394692983,0.6620646498627423,,,,,,
690000,0.01375098,1.21222621570349,1.2159153764987463,1.2166256688421189,76.17465071010561,-0.004399453138628884,0.00856814121050179,0.0001202265574355589,0.6668914642066253,0.01375098,0.0607,0.06291601731601723,-10.506915162759304,0.06720847374451809,0.5242757678989096
695000,0.01385098,1.21799402837238,1.2249840813955266,1.2242646665969243,75.97077405975455,-0.006270638224544323,0.009153035660003082,0.00012111261627908416,0.6718063939204575,,,,,,
700000,0.0139509799999999,1.23356868362328,1.2332709465780767,1.23237670195025,76.05708240318182,0.0011919816730299182,0.009132402448657439,0.00012202688818451626,0.6768778202567177,0.0139509799999999,0.0612,0.06054372294372286,-10.975434305953673,0.06935670869138831,0.5410335882100653
705000,0.01405098,1.25586688649526,1.2408085947258454,1.2403789002626922,76.33262889350898,0.015487986232567863,0.008882684914154889,0.00012292764255265778,0.6818742654038924,,,,,,
710000,0.01415098,1.24131970851009,1.248685700181988,1.2477907438119809,76.7415219701067,-0.0064710353018908595,0.007717124528077776,0.00012375763302476943,0.6864781863098101,0.01415098,0.0586,0.05858138528138519,-11.370399730139882,0.0715912920949988,0.5584649903025374
715000,0.01425098,1.25275972252153,1.2588270419259506,1.254234000324598,76.91741478240137,-0.0014742778030680803,0.007885366302690256,0.00012453775756630784,0.6908055030763152,,,,,,
720000,0.0143509799999999,1.26276333005342,1.2613255492705187,1.26259760557204,76.78296747046872,0.00016572448137996965,0.007943940259037925,0.00012532922289439346,0.6951957266905836,0.0143509799999999,0.0574,0.05631471861471853,-11.933227075954207,0.07392165477560704,0.5766435415445004
725000,0.01445098,1.26994146364575,1.2649388132486243,1.2712427025086024,76.8295818990708,-0.001301238862852383,0.008093455658826755,0.0001261310926902875,0.6996436634334573,,,,,,
730000,0.01455098,1.28517132565877,1.2764895652396202,1.2785076305856031,76.69347085094351,0.0066636950731668865,0.00836393302479061,0.00012695396212446835,0.7042080842529247,0.01455098,0.0528,0.0549796536796536,-12.753512396694097,0.0763903287228731,0.5959010228900058
735000,0.01465098,1.2635843912349,1.2860467578272652,1.2852539365873177,76.41622545474989,-0.021669545352417607,0.009533141140332994,0.00012784881583272452,0.7091717986973772,,,,,,
740000,0.0147509799999999,1.29824878616255,1.2945875317624078,1.2922904220943114,76.16892119624768,0.005958364068238575,0.01038762254020156,0.00012884485401675025,0.7146967790105385,0.0147509799999999,0.0538,0.05260043290043283,-13.665355034575605,0.07903221546599876,0.6165096920619809
745000,0.01485098,1.31582507850677,1.3017474414932737,1.2993327109092674,76.11102215965501,0.01649236759750261,0.010347309269483514,0.00012988160060723553,0.7204475670767322,,,,,,
750000,0.01495098,1.31135050834176,1.3103029075663155,1.3072366042567305,76.2978960160494,0.0041139040850295405,0.010457577046372783,0.00013092184492302837,0.7262177568724729,0.01495098,0.0495,0.049908658008657944,-14.540129589025637,0.0818527639283603,0.6385120546899717
755000,0.01505098,1.31209041769716,1.3221046909074299,1.314673486994138,76.80344812813054,-0.0025830692969781577,0.01059186578962129,0.00013197431706482807,0.7320557738851259,,,,,,
760000,0.01515098,1.32046846886779,1.3255749676885227,1.32157606898031,77.3824961576102,-0.0011076001125200907,0.01031688733834569,0.00013301975472122641,0.7378547709144297,0.01515098,0.0488,0.04705497835497829,-15.229698094113498,0.0848297466966742,0.6617347205224464
765000,0.01525098,1.33856602311176,1.327001672021429,1.3292735138230247,78.38983792733053,0.009292509288735262,0.01073895014132578,0.00013407254659521,0.7436945614675451,,,,,,
770000,0.01535098,1.34136314512186,1.3352303399760364,1.3366736456500987,79.70514837832249,0.004689499471761227,0.011839753841154816,0.00013520148179433402,0.749956715720292,0.01535098,0.0429,0.04354329004328998,-15.841649800415928,0.08793688148612715,0.6859726683130511
775000,0.01545098,1.33647255233347,1.3471860849643176,1.3436002822161965,80.90598747467878,-0.007127729882726586,0.013271562438190521,0.0001364570476083013,0.7569212844640425,,,,,,
780000,0.01555098,1.34095451134586,1.357257893674004,1.3506561251235065,82.06563777342926,-0.009701613777646445,0.013281704955646772,0.00013778471097799318,0.7642857752011403,0.01555098,0.0393,0.04122424242424237,-16.235245403946518,0.0911445710065634,0.7109950173236946
785000,0.01565098,1.37956265429826,1.3642126229708553,1.3582239843188284,83.5718637617012,0.021338669979431568,0.01346621520438113,0.00013912210698599454,0.7717042524579492,,,,,,
790000,0.01575098,1.38545612680279,1.3700628932768035,1.3663430614189351,85.6809537259407,0.019113065383854932,0.012617078110642695,0.00014042627165174578,0.7789383969103972,0.01575098,0.0375,0.03682597402597397,-16.29651515151494,0.09439774706210954,0.7363721949265548
795000,0.01585098,1.37300535223392,1.3777133587578203,1.3743475283074462,88.72626598789888,-0.0013421760735261579,0.01261709274303162,0.0001416879801944295,0.7859370391021057,,,,,,
800000,0.01595098,1.37303604297624,1.388344953593165,1.38239003589666,91.93909900863004,-0.009353992920420051,0.012681770269836117,0.00014295292334507286,0.7929536235229218,0.01595098,0.0328,0.03253073593073588,-16.148126159554472,0.09764221119321646,0.7616814130799472
805000,0.01605098,1.38326645635767,1.392478531701784,1.3910627111010647,95.26914949611492,-0.007796254743394737,0.012998306359139206,0.0001442369271765216,0.8000759367078496,,,,,,
810000,0.01615098,1.41187653237329,1.3964657413627006,1.4009614451119652,99.12544544567885,0.01091508726132484,0.01331342589578263,0.0001455525137892677,0.8073734382015203,0.01615098,0.0346,0.030370649350649308,-15.930056783043568,0.10085002948747625,0.7867047666215888
815000,0.01625098,1.42562635264088,1.4036922633806563,1.4105101725883882,103.33274858008197,0.015116180052491712,0.013549142430041962,0.00014689564220555896,0.8148237128767984,,,,,,
820000,0.01635098,1.39755690410831,1.4141270033734088,1.4204506288718137,107.73152074652226,-0.02289372476350371,0.013465716669568419,0.00014824638516053947,0.8223162250656845,0.01635098,0.0175,0.026192683982683946,-15.484087816944704,0.10399144394747512,0.8112101211779997
825000,0.01645098,1.40349820730827,1.4237039124691198,1.4309768177856643,112.29773244878669,-0.027478610477394305,0.01352112669620779,0.00014959572732882828,0.8298009671519593,,,,,,
830000,0.01655098,1.43937794991386,1.4361903585747458,1.4420888315264557,117.2260487271943,-0.0027108816125958057,0.013601436712394046,0.00015095185549925835,0.8373233508957898,0.01655098,0.0243,0.019615844155844126,-14.82045566987112,0.10702189829615667,0.8348499048573189
835000,0.01665098,1.46633109149557,1.450491522132464,1.4541637004248815,122.6627175735364,0.012167391070688538,0.013435697180747996,0.00015230371219391545,0.8448220409500288,,,,,,
840000,0.01675098,1.46784663700141,1.4682410741263063,1.465735934206863,128.00821141813472,0.002110702794547059,0.012618842772584413,0.00015360643919158206,0.8520482107203896,0.01675098,0.0212,0.014345627705627684,-13.915167256985285,0.1098954605888423,0.8572658145434987
845000,0.01685098,1.48472103224163,1.47930407736877,1.4787620175302938,133.04902513417355,0.005959014711336197,0.011911227190106432,0.00015483294268971664,0.8588515720672695,,,,,,
850000,0.01695098,1.4752525076835,1.4852974458069457,1.4927556449644148,138.16101505673154,-0.017503137280914904,0.011940148041207056,0.0001560255114512823,0.8654666989122171,0.01695098,0.00468,0.01073930735930734,-12.833479338842924,0.11257032524842514,0.8781317358372825
855000,0.01705098,1.49342138957793,1.4931313591191386,1.5071190645059152,143.5461948701006,-0.013697674927985126,0.011841890622402212,0.00015721461338446275,0.8720625954114967,,,,,,
860000,0.01715098,1.50832596943543,1.5081452799976778,1.5217718017041513,149.02198283257042,-0.013445832268721203,0.011727113000468819,0.00015839306356560628,0.8785994071073536,0.01715098,0.00161,0.008334891774891762,-11.662104964299747,0.11501988367873939,0.8972401020225956
865000,0.01725098,1.52530438677799,1.527532830932061,1.5368887624477308,154.28081282985227,-0.011584375669740687,0.01150478327092453,0.00015955465837917595,0.8850427228152953,,,,,,
870000,0.01735098,1.5467890547073,1.5507840837773565,1.5530358371132549,159.22167410258487,-0.006246782405954887,0.011214501540113948,0.00016069062261972786,0.8913438668539083,0.01735098,0.0104,0.00539913419913419,-10.410629448473571,0.1172271571200167,0.9144584662245192
875000,0.01745098,1.5768901855847,1.570352488611619,1.5695830944259923,163.97634844787817,0.007307091158707646,0.010325342334608327,0.000161767614813464,0.8973178955239446,,,,,,
880000,0.01755098,1.59610776410601,1.58903813177471,1.5862819299472923,168.7143376649292,0.009825834158717628,0.00870706912951605,0.00016271923538667022,0.9025964932894575,0.01755098,0.00897,0.004521818181818175,-9.14597962556923,0.119182818027421,0.9297140666994951
885000,0.01765098,1.60338760655351,1.607024542525862,1.603254378132743,173.00486429389105,0.00013322842076690655,0.008875760782260426,0.00016359837688225903,0.9074730527763435,,,,,,
890000,0.01775098,1.61885127025471,1.6246691877072625,1.6217496757485057,176.7318993648,-0.0028984054937957193,0.008585455390363036,0.0001644714376908902,0.9123158829581987,0.01775098,0.00116,0.0060523809523809445,-7.806822111654561,0.12087809820114337,0.9429385050085793
895000,0.01785098,1.63995924812312,1.6412994788315531,1.6408504348180029,180.00900574830203,-0.0008911866948828617,0.008712015230206708,0.00016533631122191868,0.9171132986687024,,,,,,
900000,0.01795098,1.66363660103568,1.6595447052489747,1.6596008507812472,183.05043370658734,0.004035750254432813,0.008824010833901752,0.0001662131125251241,0.9219768772106262,0.01795098,0.00712,0.00533718614718614,-6.557439731264387,0.12231452438543526,0.9541436908853254
905000,0.01805098,1.68365153768239,1.6802588213469043,1.6774527323811887,185.6966698328197,0.0061988053012012045,0.008004944923134171,0.00016705456031297592,0.9266443513466522,,,,,,
910000,0.01815098,1.69759128355236,1.7007387424916058,1.6955981678775236,188.12012672830335,0.0019931156748365098,0.007474938531245877,0.00016782855448569493,0.9309376632250085,0.01815098,0.00246,0.003261904761904757,-5.746211665527453,0.12354488952511446,0.9637414483177202
915000,0.01825098,1.71730383209497,1.7207719573352205,1.7140371572701492,190.40665909850904,0.003266674824820903,0.006992792295349843,0.00016855194102702472,0.9349502567819135,,,,,,
920000,0.01835098,1.74225674644844,1.74055922723116,1.732769700559066,192.7548963948789,0.00948704588937388,0.006554463121714153,0.0001692293037978779,0.9387075584936877,0.01835098,0.00496,0.003201948051948047,-4.739012721196927,0.12459341196378688,0.9719206982852745
925000,0.01845098,1.76283768498122,1.7605292650412356,1.7517957977442737,194.72356515450235,0.011041887236946213,0.00642733483083972,0.0001698783936955056,0.9423080318122611,,,,,,
930000,0.01855098,1.7815212915237,1.7806464715861572,1.7711154488257725,195.738503837808,0.010405842697927437,0.006263032126341901,0.0001705129120433647,0.9458276773805586,0.01855098,0.00164,0.003509350649350644,-3.673265427383068,0.12543463977864489,0.9784828969789857
935000,0.01865098,1.79907350182555,1.800298622802526,1.7907286538035625,196.11094589390564,0.008344848021987428,0.006013295929564591,0.00017112672844616004,0.9492324901635715,,,,,,
940000,0.01875098,1.81708480150009,1.8188292551364527,1.8106354126776432,196.2042536842659,0.006449388822446833,0.006140500264710056,0.00017173441825587378,0.9526033190022883,0.01875098,0.00289,0.00341889177489177,-2.828712598675825,0.12608483758125077,0.9835549203899502
945000,0.01885098,1.83793696010314,1.8376396593753812,1.830835725448015,196.29998774632259,0.007101234655124911,0.006567713521478821,0.0001723698289451832,0.9561279143496453,,,,,,
950000,0.01895098,1.86009046939179,1.8575726567352056,1.8513295921146777,196.7538512888535,0.008760877277112167,0.00713748912542289,0.0001730550890775283,0.9599290223807638,0.01895098,0.0048,0.003596510822510817,-2.2132840590781653,0.12658903724702616,0.9874880504287844
955000,0.01905098,1.87622740331747,1.8779470479890557,1.8721170126776316,197.3150213229671,0.004110390639838313,0.0072578629472110304,0.00017377485668115998,0.9639215418482843,,,,,,
960000,0.01915098,1.89711373964771,1.8987799895100754,1.8931979871368765,197.91500289145057,0.003915752510833537,0.007309353431149836,0.00017450321750007804,0.9679617275057614,0.01915098,0.00285,0.00303824242424242,-1.7684686920222497,0.1269872125221362,0.9905941118595234
965000,0.01925098,1.92042944337643,1.918964002632281,1.9145725154924125,198.47168796502223,0.005856927884017482,0.007494938269534894,0.00017524343208511227,0.972067665486271,,,,,,
970000,0.01935098,1.93932222993284,1.9386501089325223,1.9362405977442392,198.9086135651025,0.0030816321886009135,0.007671423786645889,0.0001760017501879213,0.9762740228893577,0.01935098,0.00516,0.0027238060606060597,-1.441720755435043,0.12730823146688194,0.9930982968884297
975000,0.01945098,1.96029145884852,1.959287026013579,1.958202233892357,199.01706289205214,0.0020892249561630383,0.007543451588282931,0.00017676249395666774,0.9804938353554787,,,,,,
980000,0.01955098,1.97735786149235,1.978881819531012,1.980457423936766,198.89992227921473,-0.003099562444416115,0.007250449715168738,0.00017750218902184032,0.9845968915820015,0.01955098,-0.000464,0.0023564303030303023,-1.44814958850673,0.12759721850127612,0.995352609342329
985000,0.01965098,1.99733480967558,1.998891520873968,2.0030061678774658,198.88626283207134,-0.00567135820188569,0.006970620764674954,0.0001782132425458325,0.988541074430276,,,,,,
990000,0.01975098,2.020148985329,2.018886538414418,2.025848465714457,198.98345474015724,-0.00569948038545709,0.006853507048998735,0.0001789044489365162,0.9923751660967458,0.01975098,0.00185,0.001936115151515151,-1.5919423001241133,0.1279012276901392,0.9977241057037163
995000,0.01985098,2.03792031185338,2.038866872152365,2.048984317447739,199.14898814921807,-0.011064005594358939,0.006886113134028497,0.00017959142994566758,0.996185819756364,,,,,,
1000000,0.01995098,2.05957702154823,2.058832522087809,2.072413723077312,199.35296602738296,-0.012836701529082006,0.006866222433097801,0.0001802790467240239,1.0,0.01995098,0.00207,0.0014628606060606056,-1.3255944510035584,0.12819298136525198,1.0
